trade_id,symbol,side,entry_time,exit_time,entry_price,exit_price,quantity,fees
T-0057,AAPL,short,2025-04-26T00:00:00,2025-04-30T00:00:00,202.2832,206.649,7.3897,0.3604
T-0058,BTCUSDT,short,2025-04-27T00:00:00,2025-04-28T00:00:00,59635.5805,60058.4478,0.0271,0.7197
T-0059,MSFT,long,2025-04-29T00:00:00,2025-05-03T00:00:00,410.0695,408.6546,1.365,0.25
T-0060,MSFT,short,2025-05-02T00:00:00,2025-05-03T00:00:00,429.9272,410.3143,3.3154,0.9338
T-0061,NVDA,long,2025-05-04T00:00:00,2025-05-09T00:00:00,796.2258,817.9881,1.2762,0.7276
T-0062,MSFT,short,2025-05-06T00:00:00,2025-05-07T00:00:00,444.7959,452.8761,2.6402,0.6019
T-0063,ETHUSDT,long,2025-05-08T00:00:00,2025-05-10T00:00:00,3247.1496,3281.7304,0.4052,0.3302
T-0064,NVDA,long,2025-05-10T00:00:00,2025-05-12T00:00:00,878.7839,873.5501,2.0002,0.5477
T-0065,AAPL,long,2025-05-11T00:00:00,2025-05-17T00:00:00,185.6608,185.0563,9.5788,1.0395
T-0066,ETHUSDT,long,2025-05-13T00:00:00,2025-05-14T00:00:00,3304.1618,3327.5458,0.2432,0.25
T-0067,NVDA,long,2025-05-16T00:00:00,2025-05-20T00:00:00,886.328,901.0604,1.6103,1.2819
T-0068,ETHUSDT,long,2025-05-18T00:00:00,2025-05-23T00:00:00,3229.8084,3215.3915,0.4489,0.5902
T-0069,BTCUSDT,long,2025-05-19T00:00:00,2025-05-23T00:00:00,65609.4423,67341.8422,0.0135,0.4444
T-0070,AAPL,long,2025-05-22T00:00:00,2025-05-27T00:00:00,192.0546,187.8059,2.9857,0.3407
T-0071,MSFT,long,2025-05-23T00:00:00,2025-05-29T00:00:00,405.4958,406.7688,1.1278,0.282
T-0072,BTCUSDT,short,2025-05-26T00:00:00,2025-05-29T00:00:00,64616.4254,60729.8236,0.023,0.3001
T-0073,AAPL,long,2025-05-28T00:00:00,2025-06-03T00:00:00,188.8408,190.3341,5.7486,0.3388
T-0074,BTCUSDT,long,2025-05-29T00:00:00,2025-06-01T00:00:00,65996.824,68275.7418,0.027,1.8915
T-0075,MSFT,long,2025-05-31T00:00:00,2025-06-07T00:00:00,436.797,438.9869,2.4061,0.25
T-0076,AAPL,long,2025-06-02T00:00:00,2025-06-06T00:00:00,181.9551,184.8258,9.7226,1.2528
T-0077,ETHUSDT,short,2025-06-05T00:00:00,2025-06-11T00:00:00,3183.9988,3178.4244,0.3066,0.6731
T-0078,ETHUSDT,long,2025-06-07T00:00:00,2025-06-14T00:00:00,3389.6263,3387.0876,0.4458,0.8056
T-0079,AAPL,short,2025-06-08T00:00:00,2025-06-14T00:00:00,184.3487,186.957,2.8139,0.3275
T-0080,MSFT,long,2025-06-10T00:00:00,2025-06-16T00:00:00,406.1862,411.25,2.8993,1.1548
T-0081,NVDA,long,2025-06-13T00:00:00,2025-06-17T00:00:00,856.8784,843.3964,1.7772,1.5856
T-0082,AAPL,long,2025-06-14T00:00:00,2025-06-15T00:00:00,196.4173,199.8827,8.6275,0.7801
T-0083,BTCUSDT,short,2025-06-16T00:00:00,2025-06-20T00:00:00,65029.7077,63281.9489,0.0239,0.8107
T-0084,NVDA,long,2025-06-18T00:00:00,2025-06-20T00:00:00,895.1847,905.0887,0.5047,0.25
T-0085,MSFT,long,2025-06-21T00:00:00,2025-06-28T00:00:00,434.3941,432.9617,2.122,0.6267
T-0086,MSFT,long,2025-06-23T00:00:00,2025-06-25T00:00:00,434.1426,439.7809,1.0784,0.4135
T-0087,BTCUSDT,long,2025-06-24T00:00:00,2025-06-26T00:00:00,66440.7029,66188.839,0.0083,0.25
T-0088,ETHUSDT,long,2025-06-27T00:00:00,2025-06-29T00:00:00,3497.9396,3580.4281,0.3846,0.7141
T-0089,MSFT,long,2025-06-29T00:00:00,2025-07-04T00:00:00,416.5533,401.0196,3.3575,1.5809
T-0090,NVDA,long,2025-06-30T00:00:00,2025-07-04T00:00:00,781.8802,778.453,1.897,0.3687
T-0091,AAPL,short,2025-07-03T00:00:00,2025-07-10T00:00:00,202.1923,210.4413,7.9708,1.0649
T-0092,NVDA,short,2025-07-05T00:00:00,2025-07-08T00:00:00,834.4382,859.3807,1.72,1.3083
T-0093,NVDA,long,2025-07-06T00:00:00,2025-07-08T00:00:00,853.6679,881.8432,1.782,0.5331
T-0094,ETHUSDT,long,2025-07-08T00:00:00,2025-07-09T00:00:00,3367.6225,3444.0475,0.1391,0.25
T-0095,NVDA,long,2025-07-11T00:00:00,2025-07-12T00:00:00,795.5232,785.3178,0.9156,0.25
T-0096,ETHUSDT,short,2025-07-13T00:00:00,2025-07-16T00:00:00,3039.7892,3131.1503,0.418,1.4216
T-0097,ETHUSDT,long,2025-07-14T00:00:00,2025-07-21T00:00:00,2995.0364,2808.6864,0.5347,0.3351
T-0098,MSFT,short,2025-07-17T00:00:00,2025-07-21T00:00:00,406.6585,410.3009,0.9991,0.25
T-0099,MSFT,short,2025-07-19T00:00:00,2025-07-26T00:00:00,427.3859,403.3458,2.6217,0.2591
T-0100,BTCUSDT,short,2025-07-20T00:00:00,2025-07-21T00:00:00,66362.8884,65528.8758,0.0203,0.4188
T-0101,NVDA,long,2025-07-23T00:00:00,2025-07-24T00:00:00,859.3933,851.3919,0.5137,0.3621
T-0102,BTCUSDT,short,2025-07-24T00:00:00,2025-07-30T00:00:00,61326.8087,60515.3468,0.0157,0.4248
T-0103,NVDA,long,2025-07-27T00:00:00,2025-07-28T00:00:00,771.4565,747.2782,2.1439,1.2722
T-0104,BTCUSDT,long,2025-07-28T00:00:00,2025-07-29T00:00:00,65141.3193,64910.6465,0.0206,1.0591
T-0105,MSFT,long,2025-07-30T00:00:00,2025-08-02T00:00:00,412.0742,414.2122,1.7781,0.7689
T-0106,MSFT,long,2025-08-02T00:00:00,2025-08-09T00:00:00,427.7177,428.1906,3.7265,0.3263
T-0107,MSFT,short,2025-08-03T00:00:00,2025-08-08T00:00:00,431.7928,422.9852,2.0548,0.9346
T-0108,MSFT,short,2025-08-06T00:00:00,2025-08-07T00:00:00,422.3225,417.8534,3.776,1.3062
T-0109,AAPL,long,2025-08-07T00:00:00,2025-08-13T00:00:00,195.777,199.2429,4.1809,0.2969
T-0110,MSFT,short,2025-08-10T00:00:00,2025-08-16T00:00:00,423.8508,428.9981,2.8936,1.1933
T-0111,ETHUSDT,long,2025-08-12T00:00:00,2025-08-18T00:00:00,3267.8483,3342.1982,0.2925,1.0088
T-0112,MSFT,long,2025-08-14T00:00:00,2025-08-21T00:00:00,408.1615,424.0131,1.9227,0.3565
T-0113,AAPL,long,2025-08-15T00:00:00,2025-08-17T00:00:00,188.635,185.1748,8.7003,1.8361
T-0114,AAPL,short,2025-08-17T00:00:00,2025-08-24T00:00:00,191.4955,194.6608,3.4603,0.4337
T-0115,AAPL,long,2025-08-20T00:00:00,2025-08-23T00:00:00,196.236,202.5916,2.6434,0.4168
T-0116,AAPL,long,2025-08-22T00:00:00,2025-08-28T00:00:00,187.0076,186.7814,4.6987,1.0409
T-0117,BTCUSDT,long,2025-08-24T00:00:00,2025-08-29T00:00:00,66355.0349,68603.4136,0.0212,0.7888
T-0118,BTCUSDT,short,2025-08-25T00:00:00,2025-08-31T00:00:00,64308.8191,64741.9896,0.0238,1.5505
T-0119,ETHUSDT,short,2025-08-28T00:00:00,2025-09-02T00:00:00,3184.9546,3073.4461,0.5646,0.9322
T-0120,BTCUSDT,short,2025-08-29T00:00:00,2025-09-03T00:00:00,67156.7495,66761.0157,0.0121,0.8143
