trade_id,symbol,side,entry_time,exit_time,entry_price,exit_price,quantity,fees
AAPL-0530,AAPL,short,2016-07-01T00:00:00,2016-07-11T00:00:00,95.89000,96.98000,10.42862,0.50000
AAPL-0535,AAPL,short,2016-07-11T00:00:00,2016-07-18T00:00:00,96.98000,99.83000,10.31140,0.50000
AAPL-0540,AAPL,long,2016-07-18T00:00:00,2016-07-25T00:00:00,99.83000,97.34000,10.01703,0.50000
AAPL-0545,AAPL,long,2016-07-25T00:00:00,2016-08-01T00:00:00,97.34000,106.05000,10.27327,0.50000
AAPL-0550,AAPL,long,2016-08-01T00:00:00,2016-08-08T00:00:00,106.05000,108.37000,9.42951,0.50000
AAPL-0555,AAPL,long,2016-08-08T00:00:00,2016-08-15T00:00:00,108.37000,109.48000,9.22765,0.50000
AAPL-0560,AAPL,long,2016-08-15T00:00:00,2016-08-22T00:00:00,109.48000,108.51000,9.13409,0.50000
AAPL-0565,AAPL,long,2016-08-22T00:00:00,2016-08-29T00:00:00,108.51000,106.82000,9.21574,0.50000
AAPL-0570,AAPL,long,2016-08-29T00:00:00,2016-09-06T00:00:00,106.82000,107.70000,9.36154,0.50000
AAPL-0575,AAPL,short,2016-09-06T00:00:00,2016-09-13T00:00:00,107.70000,107.95000,9.28505,0.50000
AAPL-0580,AAPL,short,2016-09-13T00:00:00,2016-09-20T00:00:00,107.95000,113.57000,9.26355,0.50000
AAPL-0585,AAPL,long,2016-09-20T00:00:00,2016-09-27T00:00:00,113.57000,113.09000,8.80514,0.50000
AAPL-0590,AAPL,long,2016-09-27T00:00:00,2016-10-04T00:00:00,113.09000,113.00000,8.84252,0.50000
AAPL-0595,AAPL,long,2016-10-04T00:00:00,2016-10-11T00:00:00,113.00000,116.30000,8.84956,0.50000
AAPL-0600,AAPL,long,2016-10-11T00:00:00,2016-10-18T00:00:00,116.30000,117.47000,8.59845,0.50000
AAPL-0605,AAPL,long,2016-10-18T00:00:00,2016-10-25T00:00:00,117.47000,118.25000,8.51281,0.50000
AAPL-0610,AAPL,long,2016-10-25T00:00:00,2016-11-01T00:00:00,118.25000,111.49000,8.45666,0.50000
AAPL-0615,AAPL,short,2016-11-01T00:00:00,2016-11-08T00:00:00,111.49000,111.06000,8.96941,0.50000
AAPL-0620,AAPL,short,2016-11-08T00:00:00,2016-11-15T00:00:00,111.06000,107.11000,9.00414,0.50000
AAPL-0625,AAPL,short,2016-11-15T00:00:00,2016-11-22T00:00:00,107.11000,111.80000,9.33620,0.50000
AAPL-0630,AAPL,short,2016-11-22T00:00:00,2016-11-30T00:00:00,111.80000,110.52000,8.94454,0.50000
AAPL-0635,AAPL,long,2016-11-30T00:00:00,2016-12-07T00:00:00,110.52000,111.03000,9.04814,0.50000
AAPL-0640,AAPL,long,2016-12-07T00:00:00,2016-12-14T00:00:00,111.03000,115.19000,9.00657,0.50000
AAPL-0645,AAPL,long,2016-12-14T00:00:00,2016-12-21T00:00:00,115.19000,117.06000,8.68131,0.50000
AAPL-0650,AAPL,long,2016-12-21T00:00:00,2016-12-29T00:00:00,117.06000,116.73000,8.54263,0.50000
AAPL-0655,AAPL,long,2016-12-29T00:00:00,2017-01-06T00:00:00,116.73000,117.91000,8.56678,0.50000
AAPL-0660,AAPL,long,2017-01-06T00:00:00,2017-01-13T00:00:00,117.91000,119.04000,8.48104,0.50000
AAPL-0665,AAPL,long,2017-01-13T00:00:00,2017-01-23T00:00:00,119.04000,120.08000,8.40054,0.50000
AAPL-0670,AAPL,long,2017-01-23T00:00:00,2017-01-30T00:00:00,120.08000,121.63000,8.32778,0.50000
AAPL-0675,AAPL,long,2017-01-30T00:00:00,2017-02-06T00:00:00,121.63000,130.29000,8.22166,0.50000
AAPL-0680,AAPL,long,2017-02-06T00:00:00,2017-02-13T00:00:00,130.29000,133.29000,7.67519,0.50000
AAPL-0685,AAPL,long,2017-02-13T00:00:00,2017-02-21T00:00:00,133.29000,136.70000,7.50244,0.50000
AAPL-0690,AAPL,long,2017-02-21T00:00:00,2017-02-28T00:00:00,136.70000,136.99000,7.31529,0.50000
AAPL-0695,AAPL,long,2017-02-28T00:00:00,2017-03-07T00:00:00,136.99000,139.52000,7.29980,0.50000
AAPL-0700,AAPL,long,2017-03-07T00:00:00,2017-03-14T00:00:00,139.52000,138.99000,7.16743,0.50000
AAPL-0705,AAPL,long,2017-03-14T00:00:00,2017-03-21T00:00:00,138.99000,139.84000,7.19476,0.50000
AAPL-0710,AAPL,long,2017-03-21T00:00:00,2017-03-28T00:00:00,139.84000,143.80000,7.15103,0.50000
AAPL-0715,AAPL,long,2017-03-28T00:00:00,2017-04-04T00:00:00,143.80000,144.77000,6.95410,0.50000
AAPL-0720,AAPL,long,2017-04-04T00:00:00,2017-04-11T00:00:00,144.77000,141.63000,6.90751,0.50000
AAPL-0725,AAPL,long,2017-04-11T00:00:00,2017-04-19T00:00:00,141.63000,140.68000,7.06065,0.50000
AAPL-0730,AAPL,short,2017-04-19T00:00:00,2017-04-26T00:00:00,140.68000,143.68000,7.10833,0.50000
AAPL-0735,AAPL,short,2017-04-26T00:00:00,2017-05-03T00:00:00,143.68000,147.06000,6.95991,0.50000
AAPL-0740,AAPL,long,2017-05-03T00:00:00,2017-05-10T00:00:00,147.06000,153.26000,6.79995,0.50000
AAPL-0745,AAPL,long,2017-05-10T00:00:00,2017-05-17T00:00:00,153.26000,150.25000,6.52486,0.50000
AAPL-0750,AAPL,long,2017-05-17T00:00:00,2017-05-24T00:00:00,150.25000,153.34000,6.65557,0.50000
AAPL-0755,AAPL,long,2017-05-24T00:00:00,2017-06-01T00:00:00,153.34000,153.18000,6.52146,0.50000
AAPL-0760,AAPL,long,2017-06-01T00:00:00,2017-06-08T00:00:00,153.18000,154.99000,6.52827,0.50000
AAPL-0765,AAPL,long,2017-06-08T00:00:00,2017-06-15T00:00:00,154.99000,144.29000,6.45203,0.50000
AAPL-0770,AAPL,short,2017-06-15T00:00:00,2017-06-22T00:00:00,144.29000,145.63000,6.93049,0.50000
AAPL-0775,AAPL,short,2017-06-22T00:00:00,2017-06-29T00:00:00,145.63000,143.68000,6.86672,0.50000
AAPL-0780,AAPL,short,2017-06-29T00:00:00,2017-07-07T00:00:00,143.68000,144.18000,6.95991,0.50000
AAPL-0785,AAPL,short,2017-07-07T00:00:00,2017-07-14T00:00:00,144.18000,149.04000,6.93577,0.50000
AAPL-0790,AAPL,long,2017-07-14T00:00:00,2017-07-21T00:00:00,149.04000,150.27000,6.70961,0.50000
AAPL-0795,AAPL,long,2017-07-21T00:00:00,2017-07-28T00:00:00,150.27000,149.50000,6.65469,0.50000
AAPL-0800,AAPL,long,2017-07-28T00:00:00,2017-08-04T00:00:00,149.50000,156.39000,6.68896,0.50000
AAPL-0805,AAPL,long,2017-08-04T00:00:00,2017-08-11T00:00:00,156.39000,157.48000,6.39427,0.50000
AAPL-0810,AAPL,long,2017-08-11T00:00:00,2017-08-18T00:00:00,157.48000,157.50000,6.35001,0.50000
AAPL-0815,AAPL,long,2017-08-18T00:00:00,2017-08-25T00:00:00,157.50000,159.86000,6.34921,0.50000
AAPL-0820,AAPL,long,2017-08-25T00:00:00,2017-09-01T00:00:00,159.86000,164.05000,6.25547,0.50000
AAPL-0825,AAPL,long,2017-09-01T00:00:00,2017-09-11T00:00:00,164.05000,161.50000,6.09570,0.50000
AAPL-0830,AAPL,long,2017-09-11T00:00:00,2017-09-18T00:00:00,161.50000,158.67000,6.19195,0.50000
AAPL-0835,AAPL,short,2017-09-18T00:00:00,2017-09-25T00:00:00,158.67000,150.55000,6.30239,0.50000
AAPL-0840,AAPL,short,2017-09-25T00:00:00,2017-10-02T00:00:00,150.55000,153.81000,6.64231,0.50000
AAPL-0845,AAPL,short,2017-10-02T00:00:00,2017-10-09T00:00:00,153.81000,155.84000,6.50153,0.50000
AAPL-0850,AAPL,short,2017-10-09T00:00:00,2017-10-16T00:00:00,155.84000,159.88000,6.41684,0.50000
AAPL-0855,AAPL,long,2017-10-16T00:00:00,2017-10-23T00:00:00,159.88000,156.17000,6.25469,0.50000
AAPL-0860,AAPL,long,2017-10-23T00:00:00,2017-10-30T00:00:00,156.17000,166.72000,6.40328,0.50000
AAPL-0865,AAPL,long,2017-10-30T00:00:00,2017-11-06T00:00:00,166.72000,174.25000,5.99808,0.50000
AAPL-0870,AAPL,long,2017-11-06T00:00:00,2017-11-13T00:00:00,174.25000,173.97000,5.73888,0.50000
AAPL-0875,AAPL,long,2017-11-13T00:00:00,2017-11-20T00:00:00,173.97000,169.98000,5.74812,0.50000
AAPL-0880,AAPL,long,2017-11-20T00:00:00,2017-11-28T00:00:00,169.98000,173.07000,5.88305,0.50000
AAPL-0885,AAPL,long,2017-11-28T00:00:00,2017-12-05T00:00:00,173.07000,169.64000,5.77801,0.50000
AAPL-0890,AAPL,short,2017-12-05T00:00:00,2017-12-12T00:00:00,169.64000,171.70000,5.89484,0.50000
AAPL-0895,AAPL,short,2017-12-12T00:00:00,2017-12-19T00:00:00,171.70000,174.54000,5.82411,0.50000
AAPL-0900,AAPL,long,2017-12-19T00:00:00,2017-12-27T00:00:00,174.54000,170.60000,5.72935,0.50000
AAPL-0905,AAPL,long,2017-12-27T00:00:00,2018-01-04T00:00:00,170.60000,173.03000,5.86167,0.50000
AAPL-0910,AAPL,short,2018-01-04T00:00:00,2018-01-11T00:00:00,173.03000,175.28000,5.77935,0.50000
AAPL-0915,AAPL,long,2018-01-11T00:00:00,2018-01-19T00:00:00,175.28000,178.46000,5.70516,0.50000
AAPL-0920,AAPL,long,2018-01-19T00:00:00,2018-01-26T00:00:00,178.46000,171.51000,5.60350,0.50000
